ac07_id,ac08_id,pc01_state_id,pc01_state_name,adr_district_name,adr_con_name,ac_id,con_id_joint,year,bye_election,winner_net_assets,winner_assets,winner_liabilities,winner_age,winner_any_crim,winner_num_crim,winner_hs_grad,winner_ed,mean_net_assets,mean_assets,mean_liabilities,mean_age,mean_any_crim,mean_num_crim,mean_hs_grad,mean_ed
,2008-01-011,01,jammu kashmir,bandipur,sonawari,2008-01-011,2008-01-0011,2008.0,0.0,34780000.0,35180000.0,400000.0,63.0,0.0,0.0,1.0,14.0,8398847.0,8422529.0,23682.354,42.588234,0.0,0.0,0.54545456,11.272727
,2008-01-011,01,jammu kashmir,bandipur,sonawari,2008-01-011,2008-01-0011,2014.0,0.0,76046000.0,76300000.0,254000.0,67.0,0.0,0.0,1.0,14.0,19862848.0,33618784.0,13755935.0,46.142857,0.14285715,0.14285715,0.71428573,11.428572
,2008-01-012,01,jammu kashmir,baramulla,sangrama,2008-01-012,2008-01-0012,2008.0,0.0,3260000.0,3260000.0,0.0,46.0,0.0,0.0,1.0,12.0,4260513.5,4360980.0,100466.664,39.466667,0.0,0.0,0.6923077,11.846154
,2008-01-012,01,jammu kashmir,baramulla,sangrama,2008-01-012,2008-01-0012,2014.0,0.0,27573162.0,28153162.0,580000.0,52.0,0.0,0.0,1.0,12.0,23857498.0,29835756.0,5978258.0,47.7,0.0,0.0,0.6,10.4
,2008-01-013,01,jammu kashmir,baramulla,baramulla,2008-01-013,2008-01-0013,2008.0,0.0,108415000.0,108415000.0,0.0,64.0,0.0,0.0,,,17284376.0,17309376.0,25000.0,40.375,0.0,0.0,0.71428573,11.428572
,2008-01-013,01,jammu kashmir,baramulla,baramulla,2008-01-013,2008-01-0013,2014.0,0.0,58549000.0,59329000.0,780000.0,50.0,0.0,0.0,1.0,12.0,22856694.0,24953214.0,2096518.4,48.090908,0.0,0.0,0.6363636,11.272727
,2008-01-014,01,jammu kashmir,baramulla,gulmarg,2008-01-014,2008-01-0014,2008.0,0.0,820000.0,830000.0,10000.0,58.0,1.0,1.0,,,2217800.2,2338100.0,120299.7,44.3,0.1,0.1,0.5,11.0
,2008-01-014,01,jammu kashmir,baramulla,gulmarg,2008-01-014,2008-01-0014,2014.0,0.0,11146321.0,11669418.0,523097.0,49.0,0.0,0.0,1.0,12.0,77276264.0,78671180.0,1394917.8,58.125,0.0,0.0,0.75,12.25
,2008-01-015,01,jammu kashmir,baramulla,pattan,2008-01-015,2008-01-0015,2008.0,0.0,219195000.0,225695000.0,6500000.0,67.0,0.0,0.0,1.0,14.0,24509108.0,25188274.0,679166.7,40.333332,0.0,0.0,0.33333334,9.888889
,2008-01-015,01,jammu kashmir,baramulla,pattan,2008-01-015,2008-01-0015,2014.0,0.0,114090940.0,114090940.0,0.0,42.0,0.0,0.0,1.0,14.0,18777946.0,19307380.0,529435.8,42.5,0.083333336,0.083333336,0.5,11.166667
,2008-01-016,01,jammu kashmir,ganderbal,kangan,2008-01-016,2008-01-0016,2008.0,0.0,16615000.0,17815000.0,1200000.0,48.0,0.0,0.0,,,8307500.0,8907500.0,600000.0,48.0,0.0,0.0,0.0,8.0
,2008-01-016,01,jammu kashmir,ganderbal,kangan,2008-01-016,2008-01-0016,2014.0,0.0,138142960.0,138342960.0,200000.0,57.0,0.0,0.0,1.0,14.0,23546596.0,24154596.0,608000.0,41.0,0.0,0.0,0.3,9.5
,2008-01-017,01,jammu kashmir,ganderbal,ganderbal,2008-01-017,2008-01-0017,2008.0,0.0,35133012.0,35133012.0,0.0,37.0,0.0,0.0,1.0,12.0,5184456.5,5293547.5,109090.91,42.0,0.0,0.0,0.33333334,10.0
,2008-01-017,01,jammu kashmir,ganderbal,ganderbal,2008-01-017,2008-01-0017,2014.0,0.0,24110000.0,24110000.0,0.0,45.0,0.0,0.0,1.0,12.0,10263141.0,10350376.0,87234.92,49.307693,0.0,0.0,0.3846154,9.692307
,2008-01-018,01,jammu kashmir,srinagar,hazratbal,2008-01-018,2008-01-0018,2008.0,0.0,97841140.0,97841140.0,0.0,66.0,0.0,0.0,1.0,14.0,11419073.0,11525323.0,106250.0,45.25,0.0625,0.0625,0.45454547,10.909091
,2008-01-018,01,jammu kashmir,srinagar,hazratbal,2008-01-018,2008-01-0018,2014.0,0.0,38910400.0,40590250.0,1679847.0,44.0,1.0,1.0,1.0,14.0,30452778.0,30734116.0,281338.9,47.583332,0.083333336,0.083333336,0.5833333,10.333333
,2008-01-019,01,jammu kashmir,srinagar,zadibal,2008-01-019,2008-01-0019,2008.0,0.0,26439000.0,26445000.0,6000.0,48.0,0.0,0.0,0.0,8.0,4458791.0,4540000.0,81208.8,40.6,0.0,0.0,0.71428573,11.142858
,2008-01-019,01,jammu kashmir,srinagar,zadibal,2008-01-019,2008-01-0019,2014.0,0.0,245029340.0,270129340.0,25100000.0,68.0,0.0,0.0,0.0,10.0,26526520.0,28515038.0,1988519.1,45.53846,0.0,0.0,0.53846157,9.538462
,2008-01-020,01,jammu kashmir,srinagar,idgah,2008-01-020,2008-01-0020,2008.0,0.0,5225000.0,5615000.0,390000.0,58.0,0.0,0.0,1.0,12.0,68596570.0,68809020.0,212458.47,41.923077,0.0,0.0,0.7,10.9
,2008-01-020,01,jammu kashmir,srinagar,idgah,2008-01-020,2008-01-0020,2014.0,0.0,41382000.0,41540000.0,158000.0,64.0,0.0,0.0,1.0,12.0,12360394.0,12898894.0,538500.0,47.0,0.0,0.0,0.375,9.5
,2008-01-021,01,jammu kashmir,srinagar,khanyar,2008-01-021,2008-01-0021,2008.0,0.0,9414684.0,9799684.0,385000.0,54.0,0.0,0.0,1.0,14.0,2972211.5,3641767.0,669555.56,42.77778,0.0,0.0,0.42857143,10.857142
,2008-01-021,01,jammu kashmir,srinagar,khanyar,2008-01-021,2008-01-0021,2014.0,0.0,20120456.0,20220456.0,100000.0,56.0,0.0,0.0,1.0,14.0,19149008.0,20399464.0,1250455.5,55.5,0.16666667,0.16666667,0.5,11.333333
,2008-01-022,01,jammu kashmir,srinagar,habbakadal,2008-01-022,2008-01-0022,2008.0,0.0,5860000.0,5860000.0,0.0,42.0,0.0,0.0,1.0,14.0,15288151.0,15309410.0,21259.0,48.0,0.05,0.05,0.7777778,12.222222
,2008-01-022,01,jammu kashmir,srinagar,habbakadal,2008-01-022,2008-01-0022,2014.0,0.0,37880000.0,37880000.0,0.0,48.0,0.0,0.0,1.0,14.0,35274028.0,37693836.0,2419808.8,44.545456,0.18181819,0.18181819,0.8181818,11.454545
,2008-01-023,01,jammu kashmir,srinagar,amirakadal,2008-01-023,2008-01-0023,2008.0,0.0,31389896.0,33371200.0,1981303.0,42.0,0.0,0.0,1.0,12.0,6715168.0,6982110.5,266942.44,41.107143,0.0,0.0,0.6818182,11.363636
,2008-01-023,01,jammu kashmir,srinagar,amirakadal,2008-01-023,2008-01-0023,2014.0,0.0,847430000.0,849671300.0,2241269.0,55.0,1.0,7.0,1.0,12.0,71503640.0,72406800.0,903160.9,45.285713,0.071428575,0.5,0.71428573,11.285714
,2008-01-024,01,jammu kashmir,srinagar,sonawar,2008-01-024,2008-01-0024,2008.0,0.0,97841140.0,97841140.0,0.0,66.0,0.0,0.0,1.0,14.0,11269203.0,11451923.0,182720.12,50.0625,0.0,0.0,0.72727275,11.818182
,2008-01-024,01,jammu kashmir,srinagar,sonawar,2008-01-024,2008-01-0024,2014.0,0.0,88258856.0,88258856.0,0.0,45.0,0.0,0.0,1.0,14.0,19701048.0,19817214.0,116165.5,42.285713,0.0,0.0,0.71428573,11.571428
,2008-01-025,01,jammu kashmir,srinagar,batamaloo,2008-01-025,2008-01-0025,2008.0,0.0,14600000.0,16600000.0,2000000.0,41.0,0.0,0.0,1.0,12.0,53634116.0,54186864.0,552747.6,42.38889,0.0,0.0,0.375,9.875
,2008-01-025,01,jammu kashmir,srinagar,batamaloo,2008-01-025,2008-01-0025,2014.0,0.0,43721290.0,45675290.0,1954000.0,48.0,0.0,0.0,0.0,10.0,19966524.0,21431984.0,1465460.2,41.5,0.0,0.0,0.6,10.933333
,2008-01-026,01,jammu kashmir,budgam,chadoora,2008-01-026,2008-01-0026,2008.0,0.0,29850000.0,29850000.0,0.0,39.0,1.0,1.0,1.0,12.0,4413750.0,4413750.0,0.0,47.375,0.125,0.125,0.33333334,9.333333
,2008-01-026,01,jammu kashmir,budgam,chadoora,2008-01-026,2008-01-0026,2014.0,0.0,69176500.0,69176500.0,0.0,44.0,0.0,0.0,1.0,12.0,21122540.0,21340886.0,218345.28,49.714287,0.0,0.0,0.85714287,12.571428
,2008-01-027,01,jammu kashmir,budgam,badgam,2008-01-027,2008-01-0027,2008.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,,,0.0,0.0,0.0,42.5,0.0,0.0,,
,2008-01-027,01,jammu kashmir,budgam,badgam,2008-01-027,2008-01-0027,2014.0,0.0,5293820.0,33083820.0,27790000.0,38.0,0.0,0.0,1.0,12.0,16923942.0,20932010.0,4008068.0,57.0,0.0,0.0,0.5714286,10.857142
,2008-01-028,01,jammu kashmir,jammu kashmir,beerwah,2008-01-028,2008-01-0028,2008.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,,,0.0,0.0,0.0,42.166668,0.0,0.0,,
,2008-01-028,01,jammu kashmir,budgam,beerwah,2008-01-028,2008-01-0028,2014.0,0.0,6569000.0,6569000.0,0.0,44.0,0.0,0.0,1.0,12.0,15829749.0,15905157.0,75408.336,44.0,0.0,0.0,0.6666667,11.666667
,2008-01-029,01,jammu kashmir,jammu kashmir,khansahib,2008-01-029,2008-01-0029,2008.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,,,0.0,0.0,0.0,60.0,0.0,0.0,,
,2008-01-029,01,jammu kashmir,budgam,khansahib,2008-01-029,2008-01-0029,2014.0,0.0,57278744.0,57316744.0,38000.0,66.0,0.0,0.0,0.0,5.0,46704264.0,48484180.0,1779915.9,55.4,0.16666667,0.33333334,0.5,10.833333
,2008-01-030,01,jammu kashmir,jammu kashmir,chrari sharief,2008-01-030,2008-01-0030,2008.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,,,0.0,0.0,0.0,53.5,0.0,0.0,,
,2008-01-030,01,jammu kashmir,budgam,chrar i sharief,2008-01-030,2008-01-0030,2014.0,0.0,530888.0,813240.0,282352.0,60.0,0.0,0.0,1.0,14.0,13289988.0,15131532.0,1841544.0,51.375,0.375,0.375,0.75,11.25
,2008-01-031,01,jammu kashmir,pulwama,tral,2008-01-031,2008-01-0031,2008.0,0.0,20775000.0,21175000.0,400000.0,53.0,0.0,0.0,1.0,14.0,6198427.5,6283316.5,84888.89,49.944443,0.0,0.0,0.7692308,12.461538
,2008-01-031,01,jammu kashmir,pulwama,tral,2008-01-031,2008-01-0031,2014.0,0.0,25487180.0,25787180.0,300000.0,59.0,0.0,0.0,1.0,14.0,12335109.0,12627197.0,292087.84,56.5,0.2857143,0.2857143,0.85714287,12.571428
,2008-01-032,01,jammu kashmir,pulwama,pampore,2008-01-032,2008-01-0032,2008.0,0.0,3025000.0,3025000.0,0.0,36.0,0.0,0.0,1.0,12.0,12169273.0,12169273.0,0.0,43.18182,0.0,0.0,0.71428573,11.428572
,2008-01-032,01,jammu kashmir,pulwama,pampore,2008-01-032,2008-01-0032,2014.0,0.0,12333033.0,12533033.0,200000.0,42.0,0.0,0.0,1.0,12.0,12541449.0,12608115.0,66666.664,42.333332,0.0,0.0,0.6666667,12.0
,2008-01-033,01,jammu kashmir,pulwama,pulwama,2008-01-033,2008-01-0033,2008.0,0.0,-300000.0,200000.0,500000.0,55.0,0.0,0.0,,,5368762.5,5549429.0,180666.88,45.875,0.0,0.0,0.7777778,11.555555
,2008-01-033,01,jammu kashmir,pulwama,pulwama,2008-01-033,2008-01-0033,2014.0,0.0,17870468.0,19327884.0,1457417.0,66.0,0.0,0.0,0.0,10.0,16485662.0,16761788.0,276125.5,56.5,0.0,0.0,0.8,12.0
,2008-01-034,01,jammu kashmir,pulwama,rajpora,2008-01-034,2008-01-0034,2008.0,0.0,9632000.0,10582000.0,950000.0,53.0,0.0,0.0,0.0,10.0,4417412.0,4487470.5,70058.82,43.64706,0.0,0.0,0.33333334,11.0
,2008-01-034,01,jammu kashmir,pulwama,rajpora,2008-01-034,2008-01-0034,2014.0,0.0,112289070.0,112289070.0,0.0,53.0,0.0,0.0,1.0,14.0,37827916.0,38026556.0,198640.25,48.625,0.0,0.0,0.5714286,10.0
,2008-01-035,01,jammu kashmir,jammu kashmir,wachi,2008-01-035,2008-01-0035,2008.0,0.0,897000.0,1159000.0,262000.0,48.0,0.0,0.0,1.0,14.0,8195325.0,8261406.5,66081.734,46.8,0.0,0.0,0.4,10.4
,2008-01-035,01,jammu kashmir,shopian,wachi,2008-01-035,2008-01-0035,2014.0,0.0,37210500.0,37510500.0,300000.0,28.0,0.0,0.0,1.0,14.0,19983450.0,20155150.0,171700.0,44.11111,0.0,0.0,0.6,11.4
,2008-01-036,01,jammu kashmir,shopian,shopian,2008-01-036,2008-01-0036,2008.0,0.0,34150000.0,34150000.0,0.0,67.0,0.0,0.0,,,13844815.0,14048181.0,203366.05,44.61905,0.04761905,0.04761905,0.46153846,11.538462
,2008-01-036,01,jammu kashmir,shopian,shopian,2008-01-036,2008-01-0036,2014.0,0.0,48944136.0,49790450.0,846313.0,66.0,1.0,1.0,1.0,14.0,21526558.0,22055104.0,528546.5,46.4,0.3,0.5,0.3,10.4
,2008-01-037,01,jammu kashmir,kulgam,noorabad,2008-01-037,2008-01-0037,2008.0,0.0,930000.0,1430000.0,500000.0,38.0,0.0,0.0,,,2899814.8,2949814.8,50000.0,44.75,0.0,0.0,0.45454547,11.090909
,2008-01-037,01,jammu kashmir,kulgam,noorabad,2008-01-037,2008-01-0037,2014.0,0.0,13450000.0,13450000.0,0.0,55.0,0.0,0.0,0.0,8.0,4979000.0,5010066.5,31066.467,41.285713,0.0,0.0,0.21428572,6.571429
,2008-01-038,01,jammu kashmir,kulgam,kulgam,2008-01-038,2008-01-0038,2008.0,0.0,6851236.0,7108126.0,256890.0,60.0,0.0,0.0,1.0,12.0,4023123.5,4054812.5,31689.0,46.5,0.0,0.0,0.71428573,11.714286
,2008-01-038,01,jammu kashmir,kulgam,kulgam,2008-01-038,2008-01-0038,2014.0,0.0,12122447.0,12246447.0,124000.0,65.0,0.0,0.0,1.0,12.0,8847391.0,8932391.0,85000.0,47.0,0.125,0.125,0.875,12.25
,2008-01-039,01,jammu kashmir,kulgam,homeshalibugh,2008-01-039,2008-01-0039,2008.0,0.0,86000000.0,86000000.0,0.0,55.0,0.0,0.0,1.0,12.0,18460436.0,19042250.0,581814.1,47.076923,0.07692308,0.07692308,0.5555556,11.333333
,2008-01-039,01,jammu kashmir,kulgam,home shalibugh,2008-01-039,2008-01-0039,2014.0,0.0,69388000.0,73827000.0,4439000.0,55.0,0.0,0.0,1.0,14.0,30290608.0,30894982.0,604375.0,50.625,0.0,0.0,0.5714286,11.142858
,2008-01-040,01,jammu kashmir,anantnag,anantnag,2008-01-040,2008-01-0040,2008.0,0.0,10106915.0,10106915.0,0.0,71.0,0.0,0.0,1.0,14.0,6230634.5,6391458.0,160823.53,45.52941,0.05882353,0.05882353,0.8181818,12.545455
,2008-01-040,01,jammu kashmir,anantnag,anantnag,2008-01-040,2008-01-0040,2014.0,0.0,15739362.0,16239362.0,500000.0,72.0,0.0,0.0,1.0,14.0,11838962.0,13583756.0,1744794.0,51.5,0.0,0.0,0.6666667,12.0
,2008-01-040,01,jammu kashmir,anantnag,anantnag,2008-01-040,2008-01-0040,2016.0,1.0,,,,,,,,,7590375.0,8111625.0,521250.0,44.714287,0.25,0.25,0.71428573,12.0
,2008-01-041,01,jammu kashmir,kulgam,devsar,2008-01-041,2008-01-0041,2008.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,1.0,14.0,9401168.0,9728299.0,327130.66,48.866665,0.06666667,0.06666667,0.6363636,11.181818
,2008-01-041,01,jammu kashmir,kulgam,devsar,2008-01-041,2008-01-0041,2014.0,0.0,15741308.0,16720223.0,978915.0,48.0,0.0,0.0,0.0,10.0,12311886.0,12930414.0,618528.0,49.875,0.0,0.0,0.625,11.25
,2008-01-042,01,jammu kashmir,anantnag,doru,2008-01-042,2008-01-0042,2008.0,0.0,351647200.0,351647200.0,0.0,48.0,1.0,1.0,,,181082660.0,181095150.0,12500.0,47.25,0.25,0.25,0.5,11.0
,2008-01-042,01,jammu kashmir,anantnag,doru,2008-01-042,2008-01-0042,2014.0,0.0,24820000.0,25536000.0,716000.0,55.0,0.0,0.0,1.0,12.0,18196802.0,18302570.0,105767.2,43.8,0.0,0.0,0.6,10.6
,2008-01-043,01,jammu kashmir,anantnag,kokernag,2008-01-043,2008-01-0043,2008.0,0.0,10000000.0,10000000.0,0.0,55.0,0.0,0.0,1.0,14.0,4613240.0,4613240.0,0.0,45.6,0.0,0.0,0.33333334,10.666667
,2008-01-043,01,jammu kashmir,anantnag,kokernag,2008-01-043,2008-01-0043,2014.0,0.0,77855016.0,81255016.0,3400000.0,57.0,0.0,0.0,1.0,12.0,21172904.0,21705358.0,532453.0,52.857143,0.14285715,0.2857143,0.5714286,11.428572
,2008-01-044,01,jammu kashmir,anantnag,shangus,2008-01-044,2008-01-0044,2008.0,0.0,7607000.0,7607000.0,0.0,45.0,0.0,0.0,,,8651175.0,8791025.0,139850.0,43.5,0.0,0.0,0.6666667,12.666667
,2008-01-044,01,jammu kashmir,anantnag,shangus,2008-01-044,2008-01-0044,2014.0,0.0,3050000.0,3050000.0,0.0,52.0,1.0,1.0,1.0,12.0,10184951.0,10229395.0,44444.445,44.88889,0.22222222,0.22222222,0.75,11.0
,2008-01-045,01,jammu kashmir,anantnag,bijbehara,2008-01-045,2008-01-0045,2008.0,0.0,8651000.0,9031000.0,380000.0,52.0,0.0,0.0,1.0,12.0,4637666.5,4701000.0,63333.332,39.166668,0.0,0.0,0.33333334,7.0
,2008-01-045,01,jammu kashmir,anantnag,bijbehara,2008-01-045,2008-01-0045,2014.0,0.0,19222920.0,19722920.0,500000.0,58.0,0.0,0.0,1.0,12.0,28020784.0,28270784.0,250000.0,53.4,0.0,0.0,0.8,12.4
,2008-01-046,01,jammu kashmir,anantnag,pahalgam,2008-01-046,2008-01-0046,2008.0,0.0,31099910.0,32468636.0,1368726.0,53.0,0.0,0.0,1.0,12.0,8437982.0,8711727.0,273745.2,36.6,0.0,0.0,1.0,13.0
,2008-01-046,01,jammu kashmir,anantnag,pahalgam,2008-01-046,2008-01-0046,2014.0,0.0,34912104.0,36027972.0,1115866.0,41.0,0.0,0.0,1.0,14.0,43939440.0,44368108.0,428669.28,42.714287,0.14285715,0.14285715,0.5714286,10.0
,2008-01-047,01,jammu kashmir,jammu kashmir,nobra,2008-01-047,2008-01-0047,2008.0,0.0,-611207.0,120833.0,732040.0,42.0,0.0,0.0,1.0,12.0,1092730.5,1275740.5,183010.0,42.25,0.0,0.0,1.0,12.666667
,2008-01-047,01,jammu kashmir,leh,nobra,2008-01-047,2008-01-0047,2014.0,0.0,1744561.0,1744561.0,0.0,36.0,0.0,0.0,1.0,12.0,2088022.5,2190329.5,102307.0,43.0,0.0,0.0,0.8333333,12.666667
,2008-01-048,01,jammu kashmir,leh,leh,2008-01-048,2008-01-0048,2008.0,0.0,30585000.0,30685000.0,100000.0,53.0,0.0,0.0,0.0,2.0,9638499.0,9658499.0,20000.0,46.4,0.0,0.0,0.5,8.75
,2008-01-048,01,jammu kashmir,leh,leh,2008-01-048,2008-01-0048,2014.0,0.0,35657000.0,36857000.0,1200000.0,56.0,0.0,0.0,0.0,2.0,28868530.0,30827106.0,1958576.0,61.0,0.0,0.0,0.5,7.0
,2008-01-049,01,jammu kashmir,kargil,kargil,2008-01-049,2008-01-0049,2008.0,0.0,2500000.0,2500000.0,0.0,48.0,0.0,0.0,,,727000.0,827000.0,100000.0,42.2,0.0,0.0,1.0,12.0
,2008-01-049,01,jammu kashmir,kargil,kargil,2008-01-049,2008-01-0049,2014.0,0.0,1901000.0,1901000.0,0.0,48.0,0.0,0.0,0.0,10.0,19878040.0,20232750.0,354710.75,53.75,0.0,0.0,0.5,11.5
,2008-01-050,01,jammu kashmir,kargil,zanskar,2008-01-050,2008-01-0050,2008.0,0.0,2700000.0,2700000.0,0.0,41.0,0.0,0.0,1.0,12.0,814000.0,814000.0,0.0,39.8,0.0,0.0,0.6666667,9.666667
,2008-01-050,01,jammu kashmir,kargil,zanskar,2008-01-050,2008-01-0050,2014.0,0.0,5070000.0,5070000.0,0.0,74.0,0.0,0.0,1.0,12.0,11314778.0,11315923.0,1144.5,56.75,0.0,0.0,0.75,11.5
,2008-01-051,01,jammu kashmir,kishtwar,kishtwar,2008-01-051,2008-01-0051,2008.0,0.0,116323750.0,116323750.0,0.0,43.0,0.0,0.0,1.0,12.0,20648380.0,20698380.0,50000.0,40.727272,0.09090909,0.09090909,0.7777778,11.777778
,2008-01-051,01,jammu kashmir,kishtwar,kishtwar,2008-01-051,2008-01-0051,2014.0,0.0,16691859.0,19331612.0,2639752.0,37.0,0.0,0.0,1.0,12.0,15320252.0,15845552.0,525300.2,45.3,0.1,0.1,0.6,11.0
,2008-01-052,01,jammu kashmir,kishtwar,inderwal,2008-01-052,2008-01-0052,2008.0,0.0,3560000.0,3560000.0,0.0,55.0,0.0,0.0,,,2031087.5,2068587.5,37500.0,44.4375,0.0625,0.0625,0.5,10.714286
,2008-01-052,01,jammu kashmir,kishtwar,inderwal,2008-01-052,2008-01-0052,2014.0,0.0,16208167.0,19330000.0,3121833.0,61.0,0.0,0.0,0.0,10.0,4757012.0,5116217.5,359205.34,43.416668,0.0,0.0,0.41666666,10.083333
,2008-01-053,01,jammu kashmir,doda,doda,2008-01-053,2008-01-0053,2008.0,0.0,3179000.0,3179000.0,0.0,50.0,1.0,1.0,,,2027287.4,2034891.0,7603.737,43.473682,0.15789473,0.15789473,0.5714286,11.571428
,2008-01-053,01,jammu kashmir,doda,doda,2008-01-053,2008-01-0053,2014.0,0.0,45190744.0,45790190.0,599450.0,44.0,0.0,0.0,1.0,12.0,11010219.0,12917465.0,1907246.1,48.545456,0.09090909,0.09090909,0.54545456,11.454545
